skill,compound_cost,play,comparison,high_spiritus,low_spiritus,high_selection_probability,low_selection_probability,probability_difference,high_compound_value,low_compound_value,utility_difference,low_affordable,low_durch_affordable
14,2,Schielhau,2_vs_1,2,1,0.011222790536008378,0.0,0.011222790536008378,0.1866047634838841,,,False,True
18,1,Absetzen,8_vs_7,8,7,0.49592920157216613,0.49565935214018997,0.00026984943197616573,1.6432641518611877,1.6316075744145477,0.011656577446639949,True,True
18,1,Scambiar di Punta,8_vs_7,8,7,0.49592920157216613,0.49565935214018997,0.00026984943197616573,1.6432641518611877,1.6316075744145477,0.011656577446639949,True,True
18,1,Schielhau,8_vs_7,8,7,0.8553426073651237,0.8471444820619313,0.008198125303192416,1.6432641518611877,1.6316075744145477,0.011656577446639949,True,True
18,1,Absetzen,5_vs_4,5,4,0.4947622203167026,0.4939132202681668,0.0008490000485357752,1.5974536753051802,1.5700995928940968,0.02735408241108339,True,True
18,1,Scambiar di Punta,5_vs_4,5,4,0.4947622203167026,0.4939132202681668,0.0008490000485357752,1.5974536753051802,1.5700995928940968,0.02735408241108339,True,True
18,1,Schielhau,5_vs_4,5,4,0.8209268871565856,0.7974892672650736,0.02343761989151194,1.5974536753051802,1.5700995928940968,0.02735408241108339,True,True
18,1,Absetzen,3_vs_2,3,2,0.4923045521397561,0.48792591109281835,0.004378641046937748,1.5272956436220189,1.4446047634838843,0.08269088013813453,True,True
18,1,Scambiar di Punta,3_vs_2,3,2,0.4923045521397561,0.48792591109281835,0.004378641046937748,1.5272956436220189,1.4446047634838843,0.08269088013813453,True,True
18,1,Schielhau,3_vs_2,3,2,0.7563697159747238,0.6622835832674459,0.09408613270727795,1.5272956436220189,1.4446047634838843,0.08269088013813453,True,True
18,1,Absetzen,2_vs_1,2,1,0.48792591109281835,0.3561806066878449,0.13174530440497345,1.4446047634838843,0.942,0.5026047634838844,True,True
18,1,Scambiar di Punta,2_vs_1,2,1,0.48792591109281835,0.3561806066878449,0.13174530440497345,1.4446047634838843,0.942,0.5026047634838844,True,True
18,1,Schielhau,2_vs_1,2,1,0.6622835832674459,0.10728688854876342,0.5549966947186824,1.4446047634838843,0.942,0.5026047634838844,True,True
18,2,Absetzen,8_vs_7,8,7,0.4897546494065089,0.48817611821889134,0.0015785311876175823,1.4748717262757354,1.4484916998014008,0.026380026474334572,True,True
18,2,Scambiar di Punta,8_vs_7,8,7,0.4897546494065089,0.48817611821889134,0.0015785311876175823,1.4748717262757354,1.4484916998014008,0.026380026474334572,True,True
18,2,Schielhau,8_vs_7,8,7,0.6988063993654752,0.6670933117371017,0.03171308762837344,1.4748717262757354,1.4484916998014008,0.026380026474334572,True,True
18,2,Absetzen,5_vs_4,5,4,0.48170942388196075,0.4734550252580142,0.008254398623946557,1.367553268199277,1.2973952365161154,0.07015803168316159,True,True
18,2,Scambiar di Punta,5_vs_4,5,4,0.48170942388196075,0.4734550252580142,0.008254398623946557,1.367553268199277,1.2973952365161154,0.07015803168316159,True,True
18,2,Schielhau,5_vs_4,5,4,0.5610477533343119,0.46397535278440777,0.09707240054990413,1.367553268199277,1.2973952365161154,0.07015803168316159,True,True
18,2,Absetzen,3_vs_2,3,2,0.44940403851884364,0.12793323023610947,0.32147080828273417,1.1719004071059032,0.5866047634838842,0.5852956436220189,True,True
18,2,Scambiar di Punta,3_vs_2,3,2,0.44940403851884364,0.12793323023610947,0.32147080828273417,1.1719004071059032,0.5866047634838842,0.5852956436220189,True,True
18,2,Schielhau,3_vs_2,3,2,0.3012106406092071,0.016412241610255562,0.28479839899895154,1.1719004071059032,0.5866047634838842,0.5852956436220189,True,True
18,2,Absetzen,2_vs_1,2,1,0.12793323023610947,0.0,0.12793323023610947,0.5866047634838842,,,False,True
18,2,Scambiar di Punta,2_vs_1,2,1,0.12793323023610947,0.0,0.12793323023610947,0.5866047634838842,,,False,True
18,2,Schielhau,2_vs_1,2,1,0.016412241610255562,0.0,0.016412241610255562,0.5866047634838842,,,False,True
