skill_a,skill_b,compound_cost,start_spiritus_a,start_spiritus_b,information,future_fights,recovery,parry,durch_cost,timing,seed,play,opportunities,affordable_opportunities,declarations,successes,damage,spiritus_spent,parry_displaced,counter_displaced,spiritus_at_declaration_sum,early_opportunities,early_declarations,late_opportunities,late_declarations,spirit_opportunities,spirit_declarations,decline_reasons,basic_value_sum,counter_value_sum,compound_value_sum,compound_no_cost_value_sum,value_observations,compound_value_observations,declaration_rate,success_rate,damage_per_fight,spiritus_per_fight,mean_spiritus_at_declaration,early_use_rate,late_use_rate,damage_share,legal_unaffordable_opportunities,declaration_rate_by_spiritus,declaration_rate_by_requested_band,mean_basic_parry_value,mean_counter_value,mean_compound_value,mean_compound_no_cost_value
10,10,2,8,8,perfect_information,0,R0,P1,1,pre,8215053,Scambiar di Punta,8730,8730,3389,1696,7599,6778,1416,1973,25974,4425,1687,4305,1702,"{'6': 1015, '8': 7139, '7': 395, '4': 99, '5': 75, '3': 4, '2': 3}","{'8': 2784, '7': 165, '6': 380, '4': 28, '5': 30, '2': 1, '3': 1}","{'other policy exploration': 5294, 'Spiritus conservation': 7, 'tactical/HP urgency': 40}",5293.571874999988,5071.3062500000215,7446.819875462229,10364.878124999981,8730,8730,0.3882016036655212,0.5004426084390676,0.63325,0.5648333333333333,7.664207730894069,0.38124293785310737,0.3953542392566783,0.04640610687022901,0,"{'0': 0.0, '1': 0.0, '2': 0.3333333333333333, '3': 0.25, '4': 0.2828282828282828, '5': 0.4, '6': 0.37438423645320196, '7': 0.4177215189873418, '8': 0.38997058411542235}","{'6-8': 0.3894022692712598, '3-5': 0.33146067415730335, '2': 0.3333333333333333, '1': 0.0, '0': 0.0}",0.6063656214203881,0.5809056414662109,0.8530148769143446,1.1872712628865958
10,10,2,8,8,perfect_information,0,R0,P1,1,pre,8215053,Schielhau,5392,5392,2771,1418,5193,5542,285,753,21202,2294,1044,3098,1727,"{'8': 4355, '6': 634, '4': 56, '7': 301, '5': 41, '3': 3, '2': 2}","{'8': 2241, '6': 320, '4': 24, '5': 22, '7': 164}","{'other policy exploration': 1427, 'tactical/HP urgency': 1185, 'Spiritus conservation': 9}",3272.296875000022,3143.0999999999813,4614.290710697646,6415.396875000003,5392,5392,0.5139094955489614,0.5117286178274991,0.43275,0.4618333333333333,7.651389390111873,0.45510026155187444,0.5574564234990317,0.03171297709923664,0,"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 0.0, '4': 0.42857142857142855, '5': 0.5365853658536586, '6': 0.5047318611987381, '7': 0.5448504983388704, '8': 0.514580941446613}","{'6-8': 0.5151228733459358, '3-5': 0.46, '2': 0.0, '1': 0.0, '0': 0.0}",0.606879984235909,0.5829191394658719,0.8557660813608394,1.189799123701781
10,10,1,3,3,adaptive_revelation,0,R0,P1,1,pre,8216062,Absetzen,6970,6966,2906,1453,6440,2906,1184,1722,8085,3578,1487,3392,1419,"{'3': 5397, '2': 1392, '1': 177, '0': 4}","{'3': 2303, '2': 573, '1': 30}","{'other policy exploration': 3917, 'Spiritus conservation': 122, 'insufficient Spiritus': 4, 'tactical/HP urgency': 21}",4230.850000000036,4046.7812499999627,6407.025801900832,8277.631250000026,6970,6966,0.4169296987087518,0.5,0.5366666666666666,0.24216666666666667,2.7821748107364073,0.41559530463946337,0.4183372641509434,0.0397342004109158,4,"{'0': 0.0, '1': 0.1694915254237288, '2': 0.41163793103448276, '3': 0.4267185473411154, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.4267185473411154, '2': 0.41163793103448276, '1': 0.1694915254237288, '0': 0.0}",0.6070086083213825,0.5805998923959774,0.9197567903963296,1.1876085007173638
10,10,1,3,3,adaptive_revelation,0,R0,P1,1,pre,8216062,Scambiar di Punta,6970,6966,2940,1483,6691,2940,1224,1716,8150,3578,1475,3392,1465,"{'3': 5397, '2': 1392, '1': 177, '0': 4}","{'2': 600, '3': 2305, '1': 35}","{'other policy exploration': 3885, 'Spiritus conservation': 120, 'insufficient Spiritus': 4, 'tactical/HP urgency': 21}",4230.850000000036,4046.7812499999627,6407.025801900832,8277.631250000026,6970,6966,0.4218077474892396,0.504421768707483,0.5575833333333333,0.245,2.772108843537415,0.41224147568474007,0.43189858490566035,0.04128284704183814,4,"{'0': 0.0, '1': 0.1977401129943503, '2': 0.43103448275862066, '3': 0.42708912358717804, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.42708912358717804, '2': 0.43103448275862066, '1': 0.1977401129943503, '0': 0.0}",0.6070086083213825,0.5805998923959774,0.9197567903963296,1.1876085007173638
10,10,1,3,3,adaptive_revelation,0,R0,P1,1,pre,8216062,Schielhau,9532,9529,5767,2922,10399,5767,588,1584,16276,4406,2535,5126,3232,"{'2': 1577, '3': 7791, '1': 161, '0': 3}","{'2': 963, '3': 4773, '1': 31}","{'tactical/HP urgency': 1646, 'other policy exploration': 1999, 'Spiritus conservation': 117, 'insufficient Spiritus': 3}",5749.521874999958,5540.212500000067,8799.459230003851,11289.734374999933,9532,9529,0.6050146873688628,0.5066759146870123,0.8665833333333334,0.4805833333333333,2.82226460898214,0.5753517930095324,0.6305111197815061,0.06416086181259525,3,"{'0': 0.0, '1': 0.19254658385093168, '2': 0.6106531388712746, '3': 0.6126299576434348, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.6126299576434348, '2': 0.6106531388712746, '1': 0.19254658385093168, '0': 0.0}",0.6031810611623959,0.5812224611833893,0.9234399443807169,1.1844035223457756
10,10,1,3,3,perfect_information,0,R0,P1,1,pre,8217071,Absetzen,8777,8775,3667,1880,8462,3667,1532,2135,10325,4449,1843,4328,1824,"{'3': 7122, '2': 1482, '1': 171, '0': 2}","{'3': 3022, '2': 614, '1': 31}","{'other policy exploration': 4949, 'Spiritus conservation': 123, 'tactical/HP urgency': 36, 'insufficient Spiritus': 2}",5312.849999999968,5097.318750000023,8101.426879913953,10410.16875,8777,8775,0.4177965136151304,0.5126806653940551,0.7051666666666667,0.3055833333333333,2.8156531224434143,0.4142503933468195,0.4214417744916821,0.05170506968758211,2,"{'0': 0.0, '1': 0.18128654970760233, '2': 0.4143049932523617, '3': 0.4243190115136198, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.4243190115136198, '2': 0.4143049932523617, '1': 0.18128654970760233, '0': 0.0}",0.605315027913862,0.5807586589951035,0.9232395304745246,1.1860736869089668
10,10,1,3,3,perfect_information,0,R0,P1,1,pre,8217071,Scambiar di Punta,8777,8775,3709,1861,8274,3709,1535,2174,10417,4449,1824,4328,1885,"{'3': 7122, '2': 1482, '1': 171, '0': 2}","{'3': 3038, '2': 632, '1': 39}","{'other policy exploration': 4913, 'Spiritus conservation': 117, 'tactical/HP urgency': 36, 'insufficient Spiritus': 2}",5312.849999999968,5097.318750000023,8101.426879913953,10410.16875,8777,8775,0.4225817477498006,0.5017524939336748,0.6895,0.3090833333333333,2.80857373955244,0.40997977073499664,0.43553604436229204,0.050556339706340624,2,"{'0': 0.0, '1': 0.22807017543859648, '2': 0.42645074224021595, '3': 0.42656557146868856, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.42656557146868856, '2': 0.42645074224021595, '1': 0.22807017543859648, '0': 0.0}",0.605315027913862,0.5807586589951035,0.9232395304745246,1.1860736869089668
10,10,1,3,3,perfect_information,0,R0,P1,1,pre,8217071,Schielhau,5452,5448,3199,1582,5624,3199,307,883,9001,2325,1288,3127,1911,"{'3': 4396, '2': 937, '1': 115, '0': 4}","{'3': 2625, '2': 552, '1': 22}","{'other policy exploration': 1171, 'tactical/HP urgency': 999, 'Spiritus conservation': 79, 'insufficient Spiritus': 4}",3295.1656250000315,3198.374999999979,5051.3229744676355,6493.540625000028,5452,5448,0.5867571533382245,0.49452954048140046,0.4686666666666667,0.26658333333333334,2.813691778680838,0.5539784946236559,0.6111288775183882,0.034364135183521834,4,"{'0': 0.0, '1': 0.19130434782608696, '2': 0.5891141942369263, '3': 0.5971337579617835, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.5971337579617835, '2': 0.5891141942369263, '1': 0.19130434782608696, '0': 0.0}",0.6043957492663301,0.5866425165076997,0.9271885048582297,1.191038265774033
10,10,2,3,3,adaptive_revelation,0,R0,P1,1,pre,8218080,Absetzen,6873,6300,1474,707,3167,2948,657,817,4409,3422,698,3451,776,"{'3': 6015, '1': 570, '2': 285, '0': 3}","{'3': 1461, '2': 13}","{'Spiritus conservation': 4183, 'other policy exploration': 643, 'insufficient Spiritus': 573}",4159.5781250000355,3995.087499999964,3749.2687824065756,8154.665625000023,6873,6300,0.21446238905863524,0.4796472184531886,0.2639166666666667,0.24566666666666667,2.9911804613297153,0.20397428404441847,0.2248623587365981,0.01911746951587589,573,"{'0': 0.0, '1': 0.0, '2': 0.0456140350877193, '3': 0.2428927680798005, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.2428927680798005, '2': 0.0456140350877193, '1': 0.0, '0': 0.0}",0.605205605266992,0.5812727338862163,0.5951220289534247,1.1864783391532117
10,10,2,3,3,adaptive_revelation,0,R0,P1,1,pre,8218080,Scambiar di Punta,6873,6300,1590,795,3542,3180,700,890,4748,3422,773,3451,817,"{'3': 6015, '1': 570, '2': 285, '0': 3}","{'3': 1568, '2': 22}","{'Spiritus conservation': 4111, 'other policy exploration': 599, 'insufficient Spiritus': 573}",4159.5781250000355,3995.087499999964,3749.2687824065756,8154.665625000023,6873,6300,0.23134002618943691,0.5,0.2951666666666667,0.265,2.9861635220125784,0.22589129164231445,0.23674297305128947,0.021381142098273572,573,"{'0': 0.0, '1': 0.0, '2': 0.07719298245614035, '3': 0.2606816292601829, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.2606816292601829, '2': 0.07719298245614035, '1': 0.0, '0': 0.0}",0.605205605266992,0.5812727338862163,0.5951220289534247,1.1864783391532117
10,10,2,3,3,adaptive_revelation,0,R0,P1,1,pre,8218080,Schielhau,9980,9351,2115,1103,3878,4230,304,538,6333,4368,789,5612,1326,"{'3': 8873, '1': 620, '2': 478, '0': 9}","{'3': 2103, '2': 12}","{'Spiritus conservation': 6337, 'tactical/HP urgency': 443, 'insufficient Spiritus': 629, 'other policy exploration': 456}",6067.343749999941,5813.700000000073,5612.753426624975,11881.043749999964,9980,9351,0.21192384769539077,0.5215130023640662,0.32316666666666666,0.3525,2.9943262411347518,0.18063186813186813,0.23627940128296507,0.023409392732101894,629,"{'0': 0.0, '1': 0.0, '2': 0.02510460251046025, '3': 0.23701115744393103, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.23701115744393103, '2': 0.02510460251046025, '1': 0.0, '0': 0.0}",0.6079502755510963,0.5825350701402878,0.6002302883782457,1.190485345691379
10,10,2,3,3,perfect_information,0,R0,P1,1,pre,8219089,Absetzen,8921,8212,2020,1004,4547,4040,881,1139,6043,4390,979,4531,1041,"{'3': 7837, '2': 375, '1': 703, '0': 6}","{'2': 17, '3': 2003}","{'Spiritus conservation': 5352, 'insufficient Spiritus': 709, 'other policy exploration': 838, 'tactical/HP urgency': 2}",5400.578124999985,5178.743750000025,4887.094984786275,10579.321874999989,8921,8212,0.22643201434816723,0.497029702970297,0.3789166666666667,0.33666666666666667,2.991584158415842,0.22300683371298405,0.22975060693003752,0.027349059894862204,709,"{'0': 0.0, '1': 0.0, '2': 0.04533333333333334, '3': 0.255582493301008, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.255582493301008, '2': 0.04533333333333334, '1': 0.0, '0': 0.0}",0.6053781106378192,0.5805115738145976,0.5951162913767992,1.1858896844524145
10,10,2,3,3,perfect_information,0,R0,P1,1,pre,8219089,Scambiar di Punta,8921,8212,2059,1027,4637,4118,924,1135,6152,4390,962,4531,1097,"{'3': 7837, '2': 375, '1': 703, '0': 6}","{'3': 2034, '2': 25}","{'Spiritus conservation': 5337, 'other policy exploration': 814, 'insufficient Spiritus': 709, 'tactical/HP urgency': 2}",5400.578124999985,5178.743750000025,4887.094984786275,10579.321874999989,8921,8212,0.2308037215558794,0.49878581835842645,0.3864166666666667,0.3431666666666667,2.9878581835842644,0.21913439635535306,0.24210990951224895,0.027890387229486703,709,"{'0': 0.0, '1': 0.0, '2': 0.06666666666666667, '3': 0.2595380885542937, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.2595380885542937, '2': 0.06666666666666667, '1': 0.0, '0': 0.0}",0.6053781106378192,0.5805115738145976,0.5951162913767992,1.1858896844524145
10,10,2,3,3,perfect_information,0,R0,P1,1,pre,8219089,Schielhau,5646,5220,1207,601,2128,2414,164,343,3617,2274,418,3372,789,"{'3': 4964, '2': 256, '1': 424, '0': 2}","{'3': 1203, '2': 4}","{'Spiritus conservation': 3502, 'insufficient Spiritus': 426, 'tactical/HP urgency': 263, 'other policy exploration': 248}",3414.6968750000337,3311.0749999999666,3135.631987335367,6725.771875000014,5646,5220,0.21377966702089976,0.4979287489643745,0.17733333333333334,0.20116666666666666,2.996685998342999,0.1838170624450308,0.23398576512455516,0.01279938408978816,426,"{'0': 0.0, '1': 0.0, '2': 0.015625, '3': 0.24234488315874295, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0}","{'6-8': 0.0, '3-5': 0.24234488315874295, '2': 0.015625, '1': 0.0, '0': 0.0}",0.6047993048175759,0.5864461565710178,0.600695783014438,1.191245461388596
14,14,1,8,8,adaptive_revelation,0,R0,P1,1,pre,8220098,Absetzen,8096,8096,3882,2719,12129,3882,1139,2743,29358,5059,2385,3037,1497,"{'8': 5293, '6': 517, '7': 2227, '5': 56, '4': 3}","{'8': 2506, '7': 1084, '6': 264, '5': 26, '4': 2}","{'other policy exploration': 4211, 'tactical/HP urgency': 3}",6240.4068928263705,6600.509999999584,12149.2467793014,13448.089374999327,8096,8096,0.47949604743083,0.7004121586810922,1.01075,0.3235,7.562596599690881,0.4714370428938525,0.49292064537372404,0.07380565545190675,0,"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 0.0, '4': 0.6666666666666666, '5': 0.4642857142857143, '6': 0.5106382978723404, '7': 0.48675348001796137, '8': 0.4734555072737578}","{'6-8': 0.47953216374269003, '3-5': 0.4745762711864407, '2': 0.0, '1': 0.0, '0': 0.0}",0.7708012466435734,0.8152803853754427,1.5006480705658845,1.66107823307798
14,14,1,8,8,adaptive_revelation,0,R0,P1,1,pre,8220098,Scambiar di Punta,8096,8096,3975,2803,12658,3975,1159,2816,30123,5059,2493,3037,1482,"{'8': 5293, '6': 517, '7': 2227, '5': 56, '4': 3}","{'8': 2607, '6': 246, '7': 1091, '5': 30, '4': 1}","{'other policy exploration': 4118, 'tactical/HP urgency': 3}",6240.4068928263705,6600.509999999584,12149.2467793014,13448.089374999327,8096,8096,0.49098320158102765,0.7051572327044026,1.0548333333333333,0.33125,7.57811320754717,0.4927851354022534,0.48798156075074084,0.07702465056560605,0,"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 0.0, '4': 0.3333333333333333, '5': 0.5357142857142857, '6': 0.4758220502901354, '7': 0.48989672204759765, '8': 0.4925373134328358}","{'6-8': 0.4907303720293642, '3-5': 0.5254237288135594, '2': 0.0, '1': 0.0, '0': 0.0}",0.7708012466435734,0.8152803853754427,1.5006480705658845,1.66107823307798
14,14,1,8,8,adaptive_revelation,0,R0,P1,1,pre,8220098,Schielhau,9363,9363,7978,5606,17256,7978,639,1463,61057,5942,4931,3421,3047,"{'7': 2201, '8': 6729, '6': 387, '5': 45, '4': 1}","{'7': 1938, '8': 5648, '6': 348, '5': 43, '4': 1}","{'tactical/HP urgency': 859, 'other policy exploration': 526}",7337.5502874834,7541.353749999455,13868.870392814155,15361.766874999128,9363,9363,0.8520773256434904,0.7026823765354725,1.438,0.6648333333333334,7.653171220857358,0.8298552675866712,0.8906752411575563,0.10500374231000931,0,"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0, '5': 0.9555555555555556, '6': 0.8992248062015504, '7': 0.8805088596092685, '8': 0.8393520582553128}","{'6-8': 0.8515616614790168, '3-5': 0.9565217391304348, '2': 0.0, '1': 0.0, '0': 0.0}",0.783675134837488,0.8054420324681678,1.4812421652049723,1.640688548008024
