skill,parry,durch_cost,compound_cost,start_spiritus,information,timing,recovery,future_fights,play,opportunities,affordable_opportunities,declarations,successes,damage,spiritus_spent,parry_displaced,counter_displaced,spiritus_at_declaration_sum,early_opportunities,early_declarations,late_opportunities,late_declarations,declaration_rate,success_rate,damage_per_fight,spiritus_per_fight,mean_spiritus_at_declaration,early_use_rate,late_use_rate
10,P0,0,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1711,1711,701,357,1636,701,292,409,1992,870,354,841,347,0.4097019286966686,0.5092724679029957,0.5453333333333333,0.23366666666666666,2.8416547788873037,0.4068965517241379,0.4126040428061831
10,P0,0,1,3,adaptive_revelation,pre,R0,0,Schielhau,2414,2414,1455,726,2596,1455,138,408,4191,1114,637,1300,818,0.6027340513670257,0.49896907216494846,0.8653333333333333,0.485,2.8804123711340206,0.5718132854578097,0.6292307692307693
10,P0,0,1,1,adaptive_revelation,pre,R0,0,Absetzen,1747,1662,268,122,528,268,142,126,268,871,106,876,162,0.1534058385804236,0.4552238805970149,0.176,0.08933333333333333,1.0,0.12169919632606199,0.18493150684931506
10,P0,0,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1747,1662,271,131,602,271,125,146,271,871,114,876,157,0.1551230681167716,0.4833948339483395,0.20066666666666666,0.09033333333333333,1.0,0.13088404133180254,0.17922374429223745
10,P0,0,1,1,adaptive_revelation,pre,R0,0,Schielhau,2469,2376,303,146,525,303,55,80,303,1048,97,1421,206,0.1227217496962333,0.48184818481848185,0.175,0.101,1.0,0.09255725190839695,0.14496833216045038
10,P0,1,0,8,adaptive_revelation,pre,R0,0,Absetzen,1728,1728,846,425,1905,0,327,519,6725,902,450,826,396,0.4895833333333333,0.5023640661938534,0.635,0.0,7.949172576832152,0.49889135254988914,0.4794188861985472
10,P0,1,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1728,1728,807,420,1833,0,355,452,6420,902,407,826,400,0.4670138888888889,0.5204460966542751,0.611,0.0,7.955390334572491,0.45121951219512196,0.48426150121065376
10,P0,1,0,8,adaptive_revelation,pre,R0,0,Schielhau,2311,2311,1992,982,3435,0,177,532,15846,1083,904,1228,1088,0.861964517524881,0.4929718875502008,1.145,0.0,7.954819277108434,0.8347183748845799,0.8859934853420195
10,P0,1,0,5,adaptive_revelation,pre,R0,0,Absetzen,1710,1710,844,419,1910,0,345,499,4191,862,432,848,412,0.4935672514619883,0.49644549763033174,0.6366666666666667,0.0,4.9656398104265405,0.5011600928074246,0.4858490566037736
10,P0,1,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1710,1710,802,400,1760,0,331,471,3970,862,392,848,410,0.46900584795321637,0.49875311720698257,0.5866666666666667,0.0,4.950124688279302,0.4547563805104408,0.4834905660377358
10,P0,1,0,5,adaptive_revelation,pre,R0,0,Schielhau,2226,2226,1894,962,3469,0,143,512,9360,1045,868,1181,1026,0.8508535489667565,0.5079197465681098,1.1563333333333334,0.0,4.941921858500528,0.830622009569378,0.8687552921253175
10,P0,1,0,3,adaptive_revelation,pre,R0,0,Absetzen,1673,1673,804,388,1732,0,326,478,2383,883,417,790,387,0.4805738194859534,0.48258706467661694,0.5773333333333334,0.0,2.9639303482587063,0.4722536806342016,0.489873417721519
10,P0,1,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1673,1673,786,405,1863,0,329,457,2320,883,408,790,378,0.4698147041243276,0.5152671755725191,0.621,0.0,2.9516539440203564,0.46206115515288787,0.47848101265822784
10,P0,1,0,3,adaptive_revelation,pre,R0,0,Schielhau,2336,2336,2021,979,3495,0,149,544,5980,1128,951,1208,1070,0.865154109589041,0.4844136566056408,1.165,0.0,2.958931222167244,0.8430851063829787,0.8857615894039735
10,P0,1,0,1,adaptive_revelation,pre,R0,0,Absetzen,1729,1729,824,421,1844,0,321,503,808,874,412,855,412,0.47657605552342397,0.5109223300970874,0.6146666666666667,0.0,0.9805825242718447,0.47139588100686497,0.4818713450292398
10,P0,1,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1729,1729,837,416,1866,0,364,473,825,874,417,855,420,0.48409485251590517,0.4970131421744325,0.622,0.0,0.985663082437276,0.477116704805492,0.49122807017543857
10,P0,1,0,1,adaptive_revelation,pre,R0,0,Schielhau,2283,2283,1967,1011,4111,0,148,483,1920,1087,894,1196,1073,0.8615856329391152,0.5139806812404677,1.3703333333333334,0.0,0.9761057447890188,0.8224471021159153,0.8971571906354515
10,P0,1,1,8,adaptive_revelation,pre,R0,0,Absetzen,1755,1755,785,386,1714,785,330,455,6086,895,390,860,395,0.4472934472934473,0.49171974522292994,0.5713333333333334,0.26166666666666666,7.752866242038216,0.43575418994413406,0.45930232558139533
10,P0,1,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1755,1755,794,411,1863,794,331,463,6130,895,396,860,398,0.45242165242165244,0.517632241813602,0.621,0.26466666666666666,7.720403022670025,0.4424581005586592,0.4627906976744186
10,P0,1,1,8,adaptive_revelation,pre,R0,0,Schielhau,2296,2296,1647,846,3038,1647,154,415,12846,1065,730,1231,917,0.7173344947735192,0.5136612021857924,1.0126666666666666,0.549,7.7996357012750455,0.6854460093896714,0.7449228269699432
10,P0,1,1,5,adaptive_revelation,pre,R0,0,Absetzen,1658,1658,730,340,1574,730,319,411,3484,853,357,805,373,0.44028950542822676,0.4657534246575342,0.5246666666666666,0.24333333333333335,4.772602739726027,0.41852286049237986,0.46335403726708074
10,P0,1,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1658,1658,725,342,1545,725,292,433,3452,853,366,805,359,0.43727382388419783,0.47172413793103446,0.515,0.24166666666666667,4.761379310344828,0.42907385697538103,0.44596273291925465
10,P0,1,1,5,adaptive_revelation,pre,R0,0,Schielhau,2400,2400,1612,788,2740,1612,152,445,7720,1119,692,1281,920,0.6716666666666666,0.48883374689826303,0.9133333333333333,0.5373333333333333,4.7890818858560795,0.6184092940125112,0.7181889149102264
10,P0,1,1,3,adaptive_revelation,pre,R0,0,Absetzen,1665,1665,691,321,1446,691,287,404,1926,845,335,820,356,0.41501501501501503,0.4645441389290883,0.482,0.23033333333333333,2.78726483357453,0.39644970414201186,0.43414634146341463
10,P0,1,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1665,1665,709,360,1648,709,289,420,2002,845,351,820,358,0.42582582582582584,0.5077574047954866,0.5493333333333333,0.23633333333333334,2.8236953455571228,0.4153846153846154,0.43658536585365854
10,P0,1,1,3,adaptive_revelation,pre,R0,0,Schielhau,2365,2365,1412,753,2663,1412,117,399,4015,1140,651,1225,761,0.5970401691331924,0.53328611898017,0.8876666666666667,0.4706666666666667,2.843484419263456,0.5710526315789474,0.6212244897959184
10,P0,1,1,1,adaptive_revelation,pre,R0,0,Absetzen,1767,1673,266,143,632,266,124,142,266,892,107,875,159,0.15053763440860216,0.5375939849624061,0.21066666666666667,0.08866666666666667,1.0,0.11995515695067265,0.18171428571428572
10,P0,1,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1767,1673,263,124,545,263,132,131,263,892,108,875,155,0.1488398415393322,0.4714828897338403,0.18166666666666667,0.08766666666666667,1.0,0.1210762331838565,0.17714285714285713
10,P0,1,1,1,adaptive_revelation,pre,R0,0,Schielhau,2567,2467,294,150,606,294,48,93,294,1117,111,1450,183,0.11453058044409817,0.5102040816326531,0.202,0.098,1.0,0.09937332139659803,0.12620689655172415
10,P0,2,0,8,adaptive_revelation,pre,R0,0,Absetzen,1681,1681,783,395,1760,0,321,462,6212,895,408,786,375,0.46579417013682334,0.5044699872286079,0.5866666666666667,0.0,7.933588761174968,0.4558659217877095,0.4770992366412214
10,P0,2,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1681,1681,835,413,1868,0,330,505,6622,895,449,786,386,0.49672813801308746,0.4946107784431138,0.6226666666666667,0.0,7.930538922155689,0.5016759776536313,0.4910941475826972
10,P0,2,0,8,adaptive_revelation,pre,R0,0,Schielhau,2226,2226,1897,944,3629,0,165,483,15024,1047,867,1179,1030,0.8522012578616353,0.4976278334211914,1.2096666666666667,0.0,7.9198734844491305,0.828080229226361,0.8736217133163698
10,P0,2,0,5,adaptive_revelation,pre,R0,0,Absetzen,1720,1720,810,414,1879,0,336,474,3980,907,435,813,375,0.47093023255813954,0.5111111111111111,0.6263333333333333,0.0,4.91358024691358,0.4796030871003308,0.4612546125461255
10,P0,2,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1720,1720,834,415,1842,0,355,479,4110,907,424,813,410,0.4848837209302326,0.49760191846522783,0.614,0.0,4.928057553956834,0.46747519294377066,0.5043050430504306
10,P0,2,0,5,adaptive_revelation,pre,R0,0,Schielhau,2313,2313,2019,990,3720,0,155,468,9917,1064,897,1249,1122,0.8728923476005188,0.4903417533432392,1.24,0.0,4.911837543338287,0.8430451127819549,0.8983186549239391
10,P0,2,0,3,adaptive_revelation,pre,R0,0,Absetzen,1702,1702,816,398,1773,0,367,449,2406,840,396,862,420,0.4794359576968273,0.4877450980392157,0.591,0.0,2.948529411764706,0.4714285714285714,0.4872389791183295
10,P0,2,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1702,1702,811,409,1858,0,330,481,2393,840,394,862,417,0.4764982373678026,0.5043156596794082,0.6193333333333333,0.0,2.950678175092478,0.46904761904761905,0.4837587006960557
10,P0,2,0,3,adaptive_revelation,pre,R0,0,Schielhau,2308,2308,1986,994,3796,0,185,542,5840,1077,880,1231,1106,0.8604852686308492,0.500503524672709,1.2653333333333334,0.0,2.9405840886203425,0.8170844939647168,0.8984565393988627
10,P0,2,0,1,adaptive_revelation,pre,R0,0,Absetzen,1725,1725,828,418,1906,0,340,488,828,887,427,838,401,0.48,0.5048309178743962,0.6353333333333333,0.0,1.0,0.4813979706877114,0.4785202863961814
10,P0,2,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1725,1725,816,394,1773,0,338,478,816,887,415,838,401,0.47304347826086957,0.48284313725490197,0.591,0.0,1.0,0.46786922209695603,0.4785202863961814
10,P0,2,0,1,adaptive_revelation,pre,R0,0,Schielhau,2218,2218,1901,965,4371,0,156,464,1901,1033,879,1185,1022,0.8570784490532011,0.5076275644397685,1.457,0.0,1.0,0.850919651500484,0.8624472573839662
10,P0,2,1,8,adaptive_revelation,pre,R0,0,Absetzen,1722,1722,766,388,1720,766,325,441,5909,843,394,879,372,0.4448315911730546,0.5065274151436031,0.5733333333333334,0.25533333333333336,7.714099216710183,0.46737841043890865,0.4232081911262799
10,P0,2,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1722,1722,779,411,1840,779,332,447,6009,843,346,879,433,0.4523809523809524,0.527599486521181,0.6133333333333333,0.25966666666666666,7.7137355584082155,0.41043890865954924,0.4926052332195677
10,P0,2,1,8,adaptive_revelation,pre,R0,0,Schielhau,2270,2270,1669,834,2930,1669,173,422,12972,1063,739,1207,930,0.7352422907488987,0.49970041941282206,0.9766666666666667,0.5563333333333333,7.772318753744758,0.6952022577610536,0.7705053852526926
10,P0,2,1,5,adaptive_revelation,pre,R0,0,Absetzen,1765,1765,776,396,1816,776,326,450,3673,885,384,880,392,0.4396600566572238,0.5103092783505154,0.6053333333333333,0.25866666666666666,4.733247422680412,0.43389830508474575,0.44545454545454544
10,P0,2,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1765,1765,763,378,1683,763,341,422,3617,885,362,880,401,0.4322946175637394,0.4954128440366973,0.561,0.25433333333333336,4.740498034076015,0.4090395480225989,0.4556818181818182
10,P0,2,1,5,adaptive_revelation,pre,R0,0,Schielhau,2315,2315,1592,817,2996,1592,162,430,7622,1065,685,1250,907,0.6876889848812096,0.5131909547738693,0.9986666666666667,0.5306666666666666,4.7876884422110555,0.6431924882629108,0.7256
10,P0,2,1,3,adaptive_revelation,pre,R0,0,Absetzen,1713,1711,705,351,1569,705,284,421,1987,895,350,818,355,0.4115586690017513,0.4978723404255319,0.523,0.235,2.818439716312057,0.39106145251396646,0.4339853300733496
10,P0,2,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1713,1711,718,349,1559,718,278,440,2022,895,379,818,339,0.4191476941039113,0.4860724233983287,0.5196666666666667,0.23933333333333334,2.816155988857939,0.423463687150838,0.41442542787286063
10,P0,2,1,3,adaptive_revelation,pre,R0,0,Schielhau,2342,2341,1408,678,2654,1408,137,395,4033,1103,626,1239,782,0.601195559350982,0.4815340909090909,0.8846666666666667,0.4693333333333333,2.864346590909091,0.5675430643699003,0.6311541565778854
10,P0,2,1,1,adaptive_revelation,pre,R0,0,Absetzen,1708,1636,262,119,526,262,118,144,262,870,127,838,135,0.15339578454332553,0.4541984732824427,0.17533333333333334,0.08733333333333333,1.0,0.14597701149425288,0.1610978520286396
10,P0,2,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1708,1636,254,129,553,254,140,114,254,870,103,838,151,0.148711943793911,0.5078740157480315,0.18433333333333332,0.08466666666666667,1.0,0.11839080459770115,0.1801909307875895
10,P0,2,1,1,adaptive_revelation,pre,R0,0,Schielhau,2501,2409,302,151,711,302,56,86,302,1114,125,1387,177,0.1207516993202719,0.5,0.237,0.10066666666666667,1.0,0.11220825852782765,0.12761355443403027
10,P1,0,0,8,adaptive_revelation,pre,R0,0,Absetzen,1703,1703,824,421,1985,0,310,514,6592,928,443,775,381,0.4838520258367587,0.5109223300970874,0.6616666666666666,0.0,8.0,0.47737068965517243,0.4916129032258065
10,P1,0,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1703,1703,797,375,1703,0,311,486,6376,928,426,775,371,0.4679976512037581,0.47051442910915936,0.5676666666666667,0.0,8.0,0.45905172413793105,0.47870967741935483
10,P1,0,0,8,adaptive_revelation,pre,R0,0,Schielhau,2246,2246,1904,949,3344,0,156,515,15232,1054,862,1192,1042,0.8477292965271594,0.49842436974789917,1.1146666666666667,0.0,8.0,0.8178368121442126,0.8741610738255033
10,P1,0,0,5,adaptive_revelation,pre,R0,0,Absetzen,1698,1698,834,412,1861,0,340,494,4170,895,434,803,400,0.4911660777385159,0.4940047961630695,0.6203333333333333,0.0,5.0,0.4849162011173184,0.49813200498132004
10,P1,0,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1698,1698,776,382,1738,0,337,439,3880,895,397,803,379,0.45700824499411075,0.49226804123711343,0.5793333333333334,0.0,5.0,0.4435754189944134,0.47198007471980075
10,P1,0,0,5,adaptive_revelation,pre,R0,0,Schielhau,2309,2309,1993,985,3629,0,132,516,9965,1085,915,1224,1078,0.86314421827631,0.4942298043151029,1.2096666666666667,0.0,5.0,0.8433179723502304,0.880718954248366
10,P1,0,0,3,adaptive_revelation,pre,R0,0,Absetzen,1696,1696,816,414,1845,0,341,475,2448,895,417,801,399,0.4811320754716981,0.5073529411764706,0.615,0.0,3.0,0.4659217877094972,0.49812734082397003
10,P1,0,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1696,1696,807,380,1695,0,325,482,2421,895,427,801,380,0.47582547169811323,0.4708798017348203,0.565,0.0,3.0,0.4770949720670391,0.47440699126092384
10,P1,0,0,3,adaptive_revelation,pre,R0,0,Schielhau,2293,2293,1990,954,3331,0,164,532,5970,1047,887,1246,1103,0.8678587003924989,0.4793969849246231,1.1103333333333334,0.0,3.0,0.8471824259789876,0.8852327447833066
10,P1,0,0,1,adaptive_revelation,pre,R0,0,Absetzen,1672,1672,756,374,1665,0,309,447,756,855,389,817,367,0.45215311004784686,0.4947089947089947,0.555,0.0,1.0,0.45497076023391814,0.44920440636474906
10,P1,0,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1672,1672,831,422,1921,0,345,486,831,855,414,817,417,0.49700956937799046,0.5078219013237064,0.6403333333333333,0.0,1.0,0.4842105263157895,0.5104039167686658
10,P1,0,0,1,adaptive_revelation,pre,R0,0,Schielhau,2341,2341,2013,1001,3459,0,190,504,2013,1107,926,1234,1087,0.8598889363519864,0.4972677595628415,1.153,0.0,1.0,0.8364950316169828,0.8808752025931929
10,P1,0,1,8,adaptive_revelation,pre,R0,0,Absetzen,1737,1737,778,388,1745,778,317,461,6058,906,407,831,371,0.4478986758779505,0.4987146529562982,0.5816666666666667,0.25933333333333336,7.786632390745501,0.4492273730684327,0.4464500601684717
10,P1,0,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1737,1737,774,374,1701,774,337,437,5979,906,373,831,401,0.44559585492227977,0.48320413436692505,0.567,0.258,7.724806201550388,0.4116997792494481,0.4825511432009627
10,P1,0,1,8,adaptive_revelation,pre,R0,0,Schielhau,2395,2395,1745,905,3293,1745,163,468,13678,1178,811,1217,934,0.7286012526096033,0.5186246418338109,1.0976666666666666,0.5816666666666667,7.838395415472779,0.6884550084889643,0.7674609695973705
10,P1,0,1,5,adaptive_revelation,pre,R0,0,Absetzen,1694,1694,744,379,1721,744,273,471,3570,870,383,824,361,0.43919716646989376,0.5094086021505376,0.5736666666666667,0.248,4.798387096774194,0.44022988505747124,0.4381067961165049
10,P1,0,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1694,1694,767,398,1755,767,334,433,3663,870,371,824,396,0.4527744982290437,0.5189048239895697,0.585,0.25566666666666665,4.775749674054759,0.4264367816091954,0.48058252427184467
10,P1,0,1,5,adaptive_revelation,pre,R0,0,Schielhau,2365,2365,1648,860,2990,1648,163,462,7987,1074,732,1291,916,0.6968287526427062,0.5218446601941747,0.9966666666666667,0.5493333333333333,4.846480582524272,0.6815642458100558,0.7095274980635167
10,P1,0,1,3,adaptive_revelation,pre,R0,0,Absetzen,1769,1768,748,370,1638,748,343,405,2103,898,367,871,381,0.4228377614471453,0.4946524064171123,0.546,0.24933333333333332,2.8114973262032086,0.4086859688195991,0.43742824339839265
10,P1,0,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1769,1768,755,384,1709,755,294,461,2119,898,383,871,372,0.42679479932165065,0.5086092715231788,0.5696666666666667,0.25166666666666665,2.8066225165562915,0.4265033407572383,0.42709529276693453
10,P1,0,1,3,adaptive_revelation,pre,R0,0,Schielhau,2408,2407,1460,747,2638,1460,138,381,4186,1091,610,1317,850,0.606312292358804,0.5116438356164383,0.8793333333333333,0.4866666666666667,2.867123287671233,0.5591200733272227,0.6454062262718299
10,P1,0,1,1,adaptive_revelation,pre,R0,0,Absetzen,1861,1780,265,123,545,265,137,128,265,909,109,952,156,0.14239656098871575,0.4641509433962264,0.18166666666666667,0.08833333333333333,1.0,0.11991199119911991,0.1638655462184874
10,P1,0,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1861,1780,276,122,571,276,136,140,276,909,111,952,165,0.14830736163353037,0.4420289855072464,0.19033333333333333,0.092,1.0,0.12211221122112212,0.17331932773109243
10,P1,0,1,1,adaptive_revelation,pre,R0,0,Schielhau,2544,2447,309,140,490,309,53,91,309,1085,107,1459,202,0.1214622641509434,0.45307443365695793,0.16333333333333333,0.103,1.0,0.09861751152073733,0.13845099383139137
10,P1,1,0,8,adaptive_revelation,pre,R0,0,Absetzen,1685,1685,820,421,1962,0,326,494,6500,863,419,822,401,0.486646884272997,0.5134146341463415,0.654,0.0,7.926829268292683,0.4855156431054461,0.4878345498783455
10,P1,1,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1685,1685,797,399,1829,0,314,483,6319,863,395,822,402,0.47299703264094956,0.5006273525721455,0.6096666666666667,0.0,7.928481806775408,0.45770567786790267,0.48905109489051096
10,P1,1,0,8,adaptive_revelation,pre,R0,0,Schielhau,2257,2257,1931,932,3329,0,170,476,15296,1080,892,1177,1039,0.8555604785112981,0.48265147591921287,1.1096666666666666,0.0,7.921284308648369,0.825925925925926,0.8827527612574342
10,P1,1,0,5,adaptive_revelation,pre,R0,0,Absetzen,1678,1678,840,407,1846,0,355,485,4143,872,437,806,403,0.5005959475566151,0.4845238095238095,0.6153333333333333,0.0,4.932142857142857,0.5011467889908257,0.5
10,P1,1,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1678,1678,772,382,1739,0,310,462,3812,872,397,806,375,0.4600715137067938,0.4948186528497409,0.5796666666666667,0.0,4.937823834196891,0.4552752293577982,0.4652605459057072
10,P1,1,0,5,adaptive_revelation,pre,R0,0,Schielhau,2263,2263,1934,950,3476,0,166,491,9543,1105,919,1158,1015,0.8546177640300486,0.49120992761116855,1.1586666666666667,0.0,4.934332988624612,0.8316742081447964,0.8765112262521589
10,P1,1,0,3,adaptive_revelation,pre,R0,0,Absetzen,1745,1745,892,465,2108,0,375,517,2629,917,479,828,413,0.5111747851002866,0.5213004484304933,0.7026666666666667,0.0,2.947309417040359,0.5223555070883316,0.49879227053140096
10,P1,1,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1745,1745,789,403,1764,0,338,451,2312,917,402,828,387,0.4521489971346705,0.5107731305449936,0.588,0.0,2.9302915082382763,0.43838604143947657,0.4673913043478261
10,P1,1,0,3,adaptive_revelation,pre,R0,0,Schielhau,2265,2265,1944,958,3485,0,149,523,5713,1056,885,1209,1059,0.8582781456953642,0.492798353909465,1.1616666666666666,0.0,2.9387860082304527,0.8380681818181818,0.8759305210918115
10,P1,1,0,1,adaptive_revelation,pre,R0,0,Absetzen,1686,1686,824,419,1866,0,330,494,807,894,441,792,383,0.4887307236061684,0.508495145631068,0.622,0.0,0.9793689320388349,0.49328859060402686,0.48358585858585856
10,P1,1,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1686,1686,799,389,1780,0,328,471,783,894,410,792,389,0.4739027283511269,0.48685857321652065,0.5933333333333334,0.0,0.9799749687108886,0.45861297539149887,0.4911616161616162
10,P1,1,0,1,adaptive_revelation,pre,R0,0,Schielhau,2254,2254,1911,969,3864,0,150,488,1865,1054,858,1200,1053,0.8478260869565217,0.5070643642072213,1.288,0.0,0.9759288330716902,0.8140417457305503,0.8775
10,P1,1,1,8,adaptive_revelation,pre,R0,0,Absetzen,1793,1793,811,394,1786,811,317,494,6245,924,397,869,414,0.45231455660903513,0.48581997533908755,0.5953333333333334,0.2703333333333333,7.7003699136868065,0.4296536796536797,0.476409666283084
10,P1,1,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1793,1793,798,387,1758,798,333,465,6148,924,402,869,396,0.44506413831567204,0.4849624060150376,0.586,0.266,7.704260651629073,0.43506493506493504,0.45569620253164556
10,P1,1,1,8,adaptive_revelation,pre,R0,0,Schielhau,2281,2281,1636,778,2738,1636,138,463,12678,1079,744,1202,892,0.7172292854011398,0.47555012224938875,0.9126666666666666,0.5453333333333333,7.749388753056235,0.6895273401297498,0.7420965058236273
10,P1,1,1,5,adaptive_revelation,pre,R0,0,Absetzen,1669,1669,772,387,1767,772,316,456,3633,853,392,816,380,0.46255242660275614,0.5012953367875648,0.589,0.25733333333333336,4.705958549222798,0.45955451348182885,0.46568627450980393
